Indice;Fecha_larga;Fecha_AAAAMMDD;B1;B2;B3;B4;B5;B6;C;R;Recaudación;Bote;ACE;PCE;AC1;PC1;AC2;PC2;AC3;PC3;AC4;PC4;AC5;PC5;ACR;PCR
1367; Resultado del  sábado 28 de julio de 2007;20070728; 04; 10; 18; 39; 41; 42;19;0;16.625.375,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1368; Resultado del  jueves 26 de julio de 2007;20070726; 20; 29; 35; 41; 46; 47;06;9;16.994.429,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1369; Resultado del  sábado 21 de julio de 2007;20070721; 15; 17; 18; 36; 41; 46;20;6;16.867.981,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1370; Resultado del  jueves 19 de julio de 2007;20070719; 01; 07; 16; 22; 28; 45;40;0;17.245.229,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1371; Resultado del  sábado 14 de julio de 2007;20070714; 05; 10; 11; 13; 35; 39;49;5;16.911.416,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1372; Resultado del  jueves 12 de julio de 2007;20070712; 05; 23; 36; 41; 45; 48;08;9;17.287.794,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1373; Resultado del  sábado 7 de julio de 2007;20070707; 12; 26; 34; 44; 46; 47;29;0;17.151.957,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1374; Resultado del  jueves 5 de julio de 2007;20070705; 10; 13; 15; 32; 47; 49;33;9;17.448.511,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1375; Resultado del  sábado 30 de junio de 2007;20070630; 08; 22; 29; 32; 35; 44;37;6;17.088.468,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1376; Resultado del  jueves 28 de junio de 2007;20070628; 20; 25; 30; 34; 42; 43;24;6;17.378.467,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1377; Resultado del  sábado 23 de junio de 2007;20070623; 03; 17; 23; 27; 42; 48;13;3;17.151.630,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1378; Resultado del  jueves 21 de junio de 2007;20070621; 21; 25; 28; 36; 41; 44;24;5;17.465.035,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1379; Resultado del  sábado 16 de junio de 2007;20070616; 14; 18; 19; 23; 28; 42;39;0;17.442.533,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1380; Resultado del  jueves 14 de junio de 2007;20070614; 17; 19; 40; 41; 44; 48;11;5;17.645.713,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1381; Resultado del  sábado 9 de junio de 2007;20070609; 02; 04; 11; 20; 35; 47;29;9;20.151.480,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1382; Resultado del  jueves 7 de junio de 2007;20070607; 02; 28; 34; 39; 46; 49;35;5;19.402.689,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1383; Resultado del  sábado 2 de junio de 2007;20070602; 14; 24; 39; 40; 45; 48;43;2;17.279.162,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1384; Resultado del  jueves 31 de mayo de 2007;20070531; 01; 07; 08; 17; 30; 47;49;7;17.412.218,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1385; Resultado del  sábado 26 de mayo de 2007;20070526; 06; 19; 25; 35; 37; 40;23;2;17.157.279,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1386; Resultado del  jueves 24 de mayo de 2007;20070524; 04; 06; 10; 13; 33; 38;36;0;17.292.887,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1387; Resultado del  sábado 19 de mayo de 2007;20070519; 04; 09; 12; 15; 20; 44;38;3;17.225.667,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1388; Resultado del  jueves 17 de mayo de 2007;20070517; 02; 05; 18; 23; 37; 46;38;5;17.423.388,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1389; Resultado del  sábado 12 de mayo de 2007;20070512; 04; 19; 24; 30; 31; 42;08;4;20.544.525,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1390; Resultado del  jueves 10 de mayo de 2007;20070510; 11; 23; 33; 40; 42; 47;12;9;19.694.779,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1391; Resultado del  sábado 5 de mayo de 2007;20070505; 13; 20; 21; 28; 41; 46;06;5;17.302.062,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1392; Resultado del  jueves 3 de mayo de 2007;20070503; 05; 10; 20; 22; 36; 38;29;5;17.129.644,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1393; Resultado del  sábado 28 de abril de 2007;20070428; 10; 19; 28; 39; 40; 46;21;7;17.525.023,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1394; Resultado del  jueves 26 de abril de 2007;20070426; 02; 22; 24; 25; 46; 47;27;9;17.712.238,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1395; Resultado del  sábado 21 de abril de 2007;20070421; 17; 25; 28; 32; 38; 42;45;6;17.804.769,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1396; Resultado del  jueves 19 de abril de 2007;20070419; 01; 02; 04; 08; 09; 24;48;4;18.091.796,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1397; Resultado del  sábado 14 de abril de 2007;20070414; 03; 09; 18; 24; 29; 31;48;0;22.765.574,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1398; Resultado del  jueves 12 de abril de 2007;20070412; 13; 15; 22; 23; 39; 45;49;8;21.106.957,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1399; Resultado del  sábado 7 de abril de 2007;20070407; 02; 03; 07; 11; 18; 23;09;5;15.963.023,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1400; Resultado del  jueves 5 de abril de 2007;20070405; 03; 08; 17; 29; 39; 48;07;5;16.980.358,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1401; Resultado del  sábado 31 de marzo de 2007;20070331; 11; 12; 17; 22; 26; 31;16;8;17.499.722,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1402; Resultado del  jueves 29 de marzo de 2007;20070329; 04; 07; 26; 31; 48; 49;29;6;17.701.700,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1403; Resultado del  sábado 24 de marzo de 2007;20070324; 04; 11; 18; 31; 42; 47;36;2;17.251.014,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1404; Resultado del  jueves 22 de marzo de 2007;20070322; 05; 16; 17; 20; 38; 43;23;0;17.556.717,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1405; Resultado del  sábado 17 de marzo de 2007;20070317; 02; 10; 25; 37; 38; 40;30;2;17.637.927,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1406; Resultado del  jueves 15 de marzo de 2007;20070315; 22; 38; 41; 42; 45; 49;36;3;18.020.837,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1407; Resultado del  sábado 10 de marzo de 2007;20070310; 03; 22; 25; 41; 42; 45;07;5;20.857.488,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1408; Resultado del  jueves 8 de marzo de 2007;20070308; 02; 20; 21; 29; 38; 39;24;8;19.922.660,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1409; Resultado del  sábado 3 de marzo de 2007;20070303; 11; 12; 13; 34; 38; 47;44;7;17.565.479,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1410; Resultado del  jueves 1 de marzo de 2007;20070301; 14; 24; 36; 38; 40; 49;23;3;17.815.801,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1411; Resultado del  sábado 24 de febrero de 2007;20070224; 07; 08; 14; 18; 25; 44;29;8;17.466.431,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1412; Resultado del  jueves 22 de febrero de 2007;20070222; 03; 20; 21; 23; 30; 46;04;9;17.784.912,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1413; Resultado del  sábado 17 de febrero de 2007;20070217; 01; 05; 14; 16; 24; 41;12;8;20.497.196,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1414; Resultado del  jueves 15 de febrero de 2007;20070215; 11; 20; 27; 35; 41; 43;13;3;19.797.796,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1415; Resultado del  sábado 10 de febrero de 2007;20070210; 17; 21; 23; 28; 33; 44;04;6;17.609.756,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1416; Resultado del  jueves 8 de febrero de 2007;20070208; 07; 09; 12; 24; 37; 47;05;8;17.898.727,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1417; Resultado del  sábado 3 de febrero de 2007;20070203; 13; 19; 34; 36; 43; 47;22;3;17.803.662,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1418; Resultado del  jueves 1 de febrero de 2007;20070201; 06; 11; 16; 29; 48; 49;21;1;18.198.389,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1419; Resultado del  sábado 27 de enero de 2007;20070127; 06; 22; 30; 36; 44; 49;15;9;17.610.490,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1420; Resultado del  jueves 25 de enero de 2007;20070125; 11; 12; 17; 32; 35; 44;28;2;17.958.950,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1421; Resultado del  sábado 20 de enero de 2007;20070120; 06; 28; 30; 35; 40; 42;49;7;18.261.738,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1422; Resultado del  jueves 18 de enero de 2007;20070118; 01; 02; 11; 30; 36; 48;29;9;18.742.407,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1423; Resultado del  sábado 13 de enero de 2007;20070113; 01; 03; 07; 19; 23; 26;09;8;23.831.972,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1424; Resultado del  jueves 11 de enero de 2007;20070111; 12; 17; 19; 23; 25; 42;03;2;22.432.381,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1425; Resultado del  sábado 6 de enero de 2007;20070106; 15; 18; 19; 30; 38; 39;10;5;15.563.919,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1426; Resultado del  jueves 4 de enero de 2007;20070104; 25; 33; 38; 41; 45; 47;08;9;17.251.483,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1427; Resultado del  sábado 30 de diciembre de 2006;20061230; 01; 09; 25; 27; 44; 45;35;7;17.193.033,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1428; Resultado del  jueves 28 de diciembre de 2006;20061228; 21; 24; 31; 34; 35; 44;02;8;17.082.511,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1429; Resultado del  sábado 23 de diciembre de 2006;20061223; 18; 28; 38; 44; 47; 48;45;6;17.204.618,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1430; Resultado del  jueves 21 de diciembre de 2006;20061221; 04; 07; 08; 27; 31; 33;40;4;17.688.059,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1431; Resultado del  sábado 16 de diciembre de 2006;20061216; 19; 23; 26; 35; 39; 41;04;6;17.398.310,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1432; Resultado del  jueves 14 de diciembre de 2006;20061214; 09; 10; 20; 22; 27; 41;38;3;17.803.483,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1433; Resultado del  sábado 9 de diciembre de 2006;20061209; 06; 15; 32; 41; 43; 48;42;8;16.733.126,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1434; Resultado del  jueves 7 de diciembre de 2006;20061207; 06; 21; 22; 31; 36; 46;48;5;17.674.638,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1435; Resultado del  sábado 2 de diciembre de 2006;20061202; 20; 27; 32; 38; 41; 42;16;2;23.013.297,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1436; Resultado del  jueves 30 de noviembre de 2006;20061130; 01; 05; 10; 17; 31; 37;42;5;21.291.970,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1437; Resultado del  sábado 25 de noviembre de 2006;20061125; 01; 35; 37; 39; 40; 41;26;4;17.291.612,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1438; Resultado del  jueves 23 de noviembre de 2006;20061123; 02; 10; 13; 15; 24; 36;07;6;17.631.498,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1439; Resultado del  sábado 18 de noviembre de 2006;20061118; 13; 27; 29; 31; 42; 43;07;6;17.587.140,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1440; Resultado del  jueves 16 de noviembre de 2006;20061116; 14; 15; 29; 32; 35; 40;33;4;17.751.861,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1441; Resultado del  sábado 11 de noviembre de 2006;20061111; 01; 07; 28; 33; 37; 48;47;4;21.671.681,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1442; Resultado del  jueves 9 de noviembre de 2006;20061109; 15; 20; 28; 32; 38; 41;29;7;20.638.956,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1443; Resultado del  sábado 4 de noviembre de 2006;20061104; 12; 19; 21; 31; 32; 33;09;4;16.821.685,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1444; Resultado del  jueves 2 de noviembre de 2006;20061102; 02; 09; 12; 30; 31; 44;42;9;16.797.823,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1445; Resultado del  sábado 28 de octubre de 2006;20061028; 04; 19; 23; 24; 34; 41;27;2;16.901.938,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1446; Resultado del  jueves 26 de octubre de 2006;20061026; 01; 12; 16; 23; 34; 37;17;2;17.255.471,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1447; Resultado del  sábado 21 de octubre de 2006;20061021; 11; 20; 25; 29; 31; 44;38;3;17.020.119,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1448; Resultado del  jueves 19 de octubre de 2006;20061019; 01; 07; 16; 20; 27; 39;49;1;17.413.617,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1449; Resultado del  sábado 14 de octubre de 2006;20061014; 08; 09; 13; 23; 31; 41;43;8;16.885.934,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1450; Resultado del  jueves 12 de octubre de 2006;20061012; 07; 15; 20; 23; 41; 44;13;1;16.207.566,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1451; Resultado del  sábado 7 de octubre de 2006;20061007; 02; 04; 05; 06; 20; 36;07;4;20.083.277,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1452; Resultado del  jueves 5 de octubre de 2006;20061005; 03; 09; 12; 39; 47; 48;24;6;19.655.705,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1453; Resultado del  sábado 30 de septiembre de 2006;20060930; 06; 13; 14; 35; 41; 42;34;0;16.985.473,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1454; Resultado del  jueves 28 de septiembre de 2006;20060928; 04; 11; 19; 28; 31; 47;41;8;17.304.679,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1455; Resultado del  sábado 23 de septiembre de 2006;20060923; 10; 17; 25; 34; 37; 44;13;7;16.888.285,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1456; Resultado del  jueves 21 de septiembre de 2006;20060921; 05; 13; 18; 33; 34; 41;42;7;17.284.413,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1457; Resultado del  sábado 16 de septiembre de 2006;20060916; 10; 22; 24; 28; 36; 44;08;0;17.034.913,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1458; Resultado del  jueves 14 de septiembre de 2006;20060914; 23; 30; 34; 37; 39; 40;06;1;17.366.047,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1459; Resultado del  sábado 9 de septiembre de 2006;20060909; 12; 16; 24; 42; 47; 48;27;9;20.991.964,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1460; Resultado del  jueves 7 de septiembre de 2006;20060907; 01; 08; 09; 16; 39; 44;43;0;20.281.933,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1461; Resultado del  sábado 2 de septiembre de 2006;20060902; 12; 13; 24; 25; 45; 47;42;9;16.186.826,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1462; Resultado del  jueves 31 de agosto de 2006;20060831; 06; 07; 14; 17; 33; 34;25;0;16.596.406,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1463; Resultado del  sábado 26 de agosto de 2006;20060826; 03; 07; 34; 42; 43; 47;21;5;15.653.265,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1464; Resultado del  jueves 24 de agosto de 2006;20060824; 02; 11; 13; 19; 31; 44;36;9;16.203.067,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1465; Resultado del  sábado 19 de agosto de 2006;20060819; 03; 05; 24; 31; 38; 48;37;6;15.255.593,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1466; Resultado del  jueves 17 de agosto de 2006;20060817; 06; 17; 19; 29; 37; 41;48;8;15.652.412,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1467; Resultado del  sábado 12 de agosto de 2006;20060812; 07; 10; 18; 19; 26; 42;43;0;15.740.473,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1468; Resultado del  jueves 10 de agosto de 2006;20060810; 04; 08; 20; 23; 27; 33;46;5;16.353.918,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1469; Resultado del  sábado 5 de agosto de 2006;20060805; 03; 10; 22; 29; 40; 43;31;7;16.025.700,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1470; Resultado del  jueves 3 de agosto de 2006;20060803; 04; 15; 16; 19; 44; 46;12;3;16.571.170,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1471; Resultado del  sábado 29 de julio de 2006;20060729; 01; 03; 18; 20; 39; 44;17;9;16.302.660,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1472; Resultado del  jueves 27 de julio de 2006;20060727; 12; 15; 21; 31; 37; 39;13;8;16.719.368,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1473; Resultado del  sábado 22 de julio de 2006;20060722; 07; 11; 21; 27; 28; 42;13;2;16.454.535,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1474; Resultado del  jueves 20 de julio de 2006;20060720; 05; 18; 22; 23; 27; 44;41;9;16.959.386,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1475; Resultado del  sábado 15 de julio de 2006;20060715; 04; 06; 07; 17; 27; 48;33;6;19.683.419,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1476; Resultado del  jueves 13 de julio de 2006;20060713; 03; 04; 09; 10; 45; 49;26;0;19.161.597,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1477; Resultado del  sábado 8 de julio de 2006;20060708; 15; 29; 32; 34; 35; 40;42;3;16.616.521,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1478; Resultado del  jueves 6 de julio de 2006;20060706; 01; 09; 17; 29; 34; 44;48;8;17.164.829,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1479; Resultado del  sábado 1 de julio de 2006;20060701; 14; 16; 27; 31; 39; 46;36;8;16.671.704,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1480; Resultado del  jueves 29 de junio de 2006;20060629; 29; 32; 34; 35; 41; 46;01;6;17.109.509,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1481; Resultado del  sábado 24 de junio de 2006;20060624; 18; 26; 31; 39; 46; 47;41;3;16.445.825,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1482; Resultado del  jueves 22 de junio de 2006;20060622; 09; 17; 42; 45; 46; 48;37;3;17.234.350,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1483; Resultado del  sábado 17 de junio de 2006;20060617; 09; 10; 15; 21; 25; 49;04;2;20.863.959,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1484; Resultado del  jueves 15 de junio de 2006;20060615; 03; 05; 10; 13; 25; 43;16;5;20.156.411,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1485; Resultado del  sábado 10 de junio de 2006;20060610; 02; 03; 10; 21; 30; 46;43;0;16.694.191,00;0;None;None;None;None;None;None;None;None;None;None;None;None
